Species,latitude,longitude
U,38.8833017,-77.15343161
U,44.82666106,-81.29423954
U,43.11832842,-76.39751937
U,41.65932126,-87.06295263
U,45.512996,-75.34483
U,44.83394335,-77.2258914
U,42.48599407,-83.97949781
U,37.467495,-79.69891333
U,44.685532,-77.888851
U,45.44768157,-75.64313777
U,40.42688115,-75.36791085
U,39.02378317,-77.15785625
U,45.44822351,-75.65444597
U,40.22566249,-87.6220279
U,45.211955,-75.221801
U,41.797055,-72.82659167
U,39.48281667,-76.61348056
U,38.76031494,-77.41371155
U,42.894825,-83.21685
U,45.01468847,-84.66254766
U,39.37589122,-77.43009824
U,44.72777497,-63.66930435
U,43.03114464,-76.13329589
U,42.49008667,-70.926705
U,45.4461011,-75.65131366
U,39.21068544,-77.31109661
U,40.67726724,-74.39092185
U,42.33507698,-71.13668696
U,40.28725011,-87.75334264
U,42.04815442,-71.29116833
U,41.15373617,-74.9302
U,39.34023446,-77.74618965
U,38.88321052,-77.12615755
U,41.84220496,-70.68538599
U,45.36966542,-73.95837609
U,40.8966605,-74.1850968
U,40.99084297,-75.179327
U,43.3799747,-80.350914
U,44.39890992,-76.03476827
U,38.87118409,-77.13124944
U,40.60269855,-74.53287618
U,38.84024752,-77.23869908
U,38.88348675,-77.16114228
U,39.07531117,-84.41638
U,40.5347897,-79.84873309
U,40.10681776,-75.21669505
U,40.621795,-82.48609167
U,46.33988,-83.64695833
U,40.11539055,-75.22013013
U,39.21496833,-77.08325667
U,41.04810029,-81.44023033
U,42.3292943,-72.5296818
U,40.37402894,-75.01288044
U,39.42313268,-81.36242867
U,45.45516809,-74.12999581
U,43.313938,-84.162827
U,39.09115741,-77.11971674
U,43.33215897,-80.64150712
U,45.45264902,-75.55322353
U,44.77433386,-63.71296783
U,40.05286919,-75.22267705
U,43.0456195,-76.13005
U,41.64877319,-82.82246399
U,44.5926524,-75.91496389
U,43.12174885,-79.07411881
U,38.88308519,-77.1257059
U,40.06353257,-75.71794527
U,44.29126079,-76.41807722
U,42.30437526,-83.72827333
U,41.11068883,-81.33743833
U,42.65067527,-83.56372766
U,40.23837833,-87.78765833
U,38.78642778,-75.09896944
U,42.48368375,-83.97799574
U,44.56802909,-75.95312859
U,38.86887393,-77.12748811
U,45.508278,-75.338144
U,42.45679797,-83.99211697
U,45.48579569,-75.61893013
U,41.828443,-71.40711477
U,40.409516,-74.49624197
U,41.16963986,-81.56283675
U,39.001225,-76.82215833
U,40.80975696,-74.19639234
U,40.79172406,-75.20558291
U,40.990743,-75.179377
U,40.744869,-74.552316
U,44.43686147,-75.92945149
U,40.08347405,-87.61939209
U,38.51142502,-77.54962921
U,41.56169702,-81.59552806
U,45.87299728,-80.56575012
U,39.0873195,-77.12599167
U,41.32545,-76.118266
U,43.3077979,-80.3628095
U,38.5147869,-78.42796167
U,40.32359771,-75.06394777
U,44.48715679,-75.91261918
U,38.88365749,-77.12609148
U,45.028134,-84.6416115
U,42.56356054,-81.61706324
U,40.97788627,-73.68968244
U,39.13254167,-77.53240833
U,43.24840776,-80.3243277
U,40.05389678,-75.20608258
U,45.12830833,-81.43335833
U,42.43607167,-76.539825
U,40.47413611,-74.41960278
U,38.42750556,-78.86074167
U,42.3009097,-83.7637558
U,42.2500123,-71.1477527
U,42.64867662,-83.55284687
U,42.46322279,-83.99190091
U,39.91335954,-85.99876625
U,38.86754862,-77.13249588
U,45.34621333,-80.23902833
U,42.1455008,-72.69569301
U,38.00337863,-78.47093364
U,38.88378228,-77.16072375
U,44.5902756,-68.53282968
U,43.14273385,-77.51138321
U,42.63616667,-70.91329167
U,42.15602709,-71.14543673
U,42.75481333,-83.23023333
U,41.49709672,-81.56780871
U,39.21046667,-77.31007778
U,41.06798012,-77.24829575
U,41.2680887,-81.6388945
U,44.32619947,-76.5563408
U,43.72048986,-79.51697808
U,40.15669192,-75.49998678
U,42.34643397,-71.02809224
U,45.39477724,-73.98216169
U,42.43946333,-71.0211555
U,39.20970017,-77.08153883
U,39.1220555,-77.52282
U,45.01448693,-84.66247345
U,42.326345,-72.54072
U,39.66259982,-77.48745079
U,38.89634463,-79.84042136
U,40.433568,-74.780432
U,40.8715142,-73.92801055
U,40.23950958,-87.78623962
U,40.90030333,-73.87554167
U,37.97849131,-78.94019992
U,42.03048683,-71.19953515
U,39.00742906,-74.80891303
U,45.40812144,-75.12644826
U,40.10071981,-87.5720055
U,43.30718592,-80.36332025
U,40.12715411,-75.02833392
U,45.395275,-73.97753833
U,38.85961464,-77.11765039
U,38.77344762,-77.40688978
U,41.8498556,-72.7812885
U,41.54946203,-83.85363355
U,45.44816715,-75.6563557
U,42.21595764,-71.41636658
U,46.2266655,-76.09361267
U,39.1547426,-77.2405153
U,43.65097105,-72.10228317
U,39.83241661,-74.77380954
U,42.943965,-82.25013167
U,38.94807833,-76.94988333
U,37.92812833,-78.59063
U,40.03386389,-75.26558611
U,43.3078778,-80.3627643
U,39.77676333,-76.901025
U,43.24616813,-79.90989681
U,44.81064092,-77.38548666
U,43.64083375,-79.45983939
U,42.3192879,-83.2379219
U,39.33982167,-76.59816167
U,40.4245373,-75.06482285
U,38.5689603,-77.36160105
U,38.95447383,-77.04603321
U,41.63875833,-71.6083
U,39.261782,-77.26779
U,38.45372667,-76.10353377
U,39.053985,-77.28819833
U,44.25240501,-76.52153488
U,42.48838843,-83.97789296
U,44.49443578,-75.84188141
U,44.45596692,-75.63006142
U,42.32321167,-72.54064167
U,42.57303678,-71.32847484
U,41.06798012,-77.24829575
U,42.07358666,-76.86449276
U,39.1547426,-77.2405153
U,42.66784609,-80.55094013
U,39.74250651,-77.07443886
U,40.24464762,-87.77787247
U,40.55998333,-74.322525
U,45.02435351,-73.07268882
U,42.9470772,-81.45272473
U,40.25136131,-74.90226888
U,40.24203056,-87.78793333
U,39.0659167,-77.3047677
U,40.30423183,-87.82565916
U,41.3713075,-73.65866716
U,38.75845865,-77.41126558
U,42.36988091,-72.50967451
U,44.88187786,-77.23369665
U,39.0662087,-84.47649295
U,39.13716539,-77.9092055
U,38.97659466,-76.94554288
U,44.36810946,-65.13596609
U,40.33755825,-87.74688702
U,39.05346667,-76.582825
U,43.10387911,-79.1071861
U,39.25899325,-76.79807752
U,41.38358826,-73.3155157
U,42.36285,-71.740075
U,42.2500123,-71.1477527
U,39.08653641,-77.12612152
U,42.20161167,-74.0347445
U,46.00651934,-81.40341702
U,41.65279745,-87.01239448
U,46.82249832,-72.11555481
U,40.94223,-74.221695
U,42.99212833,-76.1590055
U,42.4596383,-83.99095504
U,44.98165835,-79.84543052
U,44.42506192,-75.78501534
U,43.50866474,-72.11985664
U,40.58857,-74.1405945
U,44.85007093,-80.04102449
U,45.38888889,-73.96583333
U,38.54458716,-78.42077997
U,40.033936,-75.156362
U,41.08731878,-77.29838201
U,42.55833333,-84.32433333
U,41.22698212,-81.50958252
U,43.03002959,-76.1405975
U,39.04945897,-77.331738
U,44.45252328,-75.92874916
U,42.306675,-72.376415
U,43.28139474,-71.61928372
U,42.4534492,-76.4735027
U,38.44461632,-76.10461078
U,39.80012306,-84.07395167
U,42.215952,-71.067605
U,41.31445064,-81.13774836
U,41.33394167,-81.59142167
U,39.7981551,-75.6135657
U,37.25218609,-80.46249239
U,38.55555844,-78.39584869
U,40.64295831,-75.36154172
U,42.81148889,-84.36243333
U,40.71051607,-74.9168134
U,42.37005288,-72.50906911
U,40.26547187,-76.81777727
U,42.473818,-70.901985
U,42.89721689,-80.91234161
U,46.0684915,-81.5617031
U,38.01560278,-77.91873056
U,41.66073333,-87.04785833
U,44.6809923,-73.4709276
U,42.56986154,-83.86261912
U,45.44735,-75.18698833
U,42.48401608,-83.97698724
U,45.43106343,-73.95411037
U,44.70666022,-63.6782349
U,36.01381667,-78.97408333
U,42.64882167,-71.20911333
U,42.01052254,-85.96494926
U,45.0436154,-84.72138005
U,40.74592167,-74.54911167
U,38.98977222,-76.55886389
U,40.89525556,-76.62446667
U,41.61813,-79.15202217
U,43.3720373,-80.34950321
U,40.47757463,-74.41726588
U,40.48694611,-74.41972351
U,42.18019753,-70.80187105
U,39.018197,-77.24865097
U,39.42094493,-84.49903607
U,44.58347189,-75.94549426
U,43.41154729,-79.75801875
U,41.18533,-73.34327833
U,45.05032321,-63.13620798
U,42.45913852,-83.99144344
U,44.779745,-76.238986
U,36.68037674,-81.5330992
U,44.41342367,-75.87552153
U,37.96746063,-78.89750671
U,45.514542,-75.346445
U,38.8728317,-77.13141455
U,43.24575806,-79.89585875
U,44.70303975,-63.55592808
U,41.580095,-71.477429
U,42.2087446,-71.42314559
U,44.38367117,-76.16215327
U,40.00583333,-75.52285
U,45.57587,-78.53168667
U,48.732241,-67.444203
U,42.43139167,-76.483125
U,41.62498105,-87.10013015
U,38.86109893,-77.11215717
U,40.62516153,-77.57144331
U,45.4834557,-75.8479692
U,44.4217081,-75.8368636
U,44.64844894,-63.54133224
U,42.06527217,-75.01906667
U,42.34190833,-71.1327445
U,46.11913152,-82.07286805
U,44.90495716,-72.69958442
U,40.88244667,-72.78144167
U,44.55754272,-75.900202
U,43.56564755,-79.46287601
U,39.04415833,-84.54502833
U,46.34117608,-83.65194652
U,44.68860333,-78.3124
U,40.40749681,-74.39508407
U,38.91548833,-77.277175
U,38.97837,-77.66863333
U,39.00943997,-77.25575397
U,39.32035902,-77.31870667
U,38.95298333,-75.93408333
U,38.95884391,-77.20115029
U,42.48394931,-83.97748049
U,39.65941398,-84.45787615
U,40.74151667,-74.293205
U,40.57902982,-74.54336386
U,43.85699208,-86.40370108
U,42.48599407,-83.97949781
U,40.58856968,-74.11864243
U,44.55896333,-69.65288667
U,38.8726497,-77.13848232
U,42.66178361,-80.47780864
U,41.17209114,-81.45435864
U,39.84665476,-75.31681326
U,40.0689805,-75.3814
U,45.25127303,-81.68573316
U,45.44840801,-75.65530427
U,40.105616,-84.74375
U,42.44457928,-71.09738201
U,47.51354074,-84.91300292
U,42.55813546,-83.90110613
U,41.40596984,-74.01019712
U,42.32090238,-71.20804805
U,41.96189728,-72.7451503
U,43.59948055,-84.38985766
U,43.16056467,-83.38169571
U,40.27161333,-87.76863833
U,40.26135716,-76.8198008
U,41.16712683,-81.56513305
U,42.99661033,-76.09420266
U,40.13100944,-87.74183566
U,44.53035333,-76.21900833
U,39.41226669,-77.42419793
U,42.32846939,-72.53051658
U,45.44982,-75.511111
U,41.01628888,-81.939895
U,40.23827744,-87.78809357
U,42.21280517,-85.67399862
U,43.71146224,-79.44114662
U,38.913048,-77.1078129
U,38.78393833,-77.79871333
U,43.38487482,-80.35221647
U,36.06960365,-78.92956601
U,45.44769297,-75.65562589
U,43.24526524,-79.90124702
U,42.87565599,-84.20270234
U,39.0138,-77.25305897
U,40.11676217,-76.87369721
U,44.68250275,-63.57240295
U,44.78843333,-76.21736167
U,39.74508333,-77.55870833
U,40.40379162,-75.05612643
U,38.22124613,-77.14560466
U,39.418655,-76.55275
U,41.798334,-72.241338
U,44.90268795,-81.17196227
U,45.44825589,-75.65515289
U,38.42511947,-78.30965974
U,38.26501333,-77.61370833
U,42.46916075,-83.99710874
U,40.53778076,-74.36717987
U,43.31460109,-84.16362718
U,40.05293617,-75.25745333
U,40.71026803,-73.8360925
U,39.06071383,-77.29756167
U,41.33629893,-71.86475138
U,39.994595,-75.24610833
U,40.42768,-86.92182167
U,40.917331,-77.025497
U,42.64899167,-71.20908333
U,42.31258834,-83.69716377
U,45.44819493,-75.65487495
U,41.49772644,-71.25580597
U,45.44784101,-75.65567962
U,38.94875465,-76.94968354
U,43.03274176,-76.14037219
U,45.40169729,-78.47407575
U,48.80083161,-86.32161971
U,41.27246177,-72.02132327
U,42.41549529,-71.47689081
U,40.3034694,-87.66124015
U,45.03722382,-75.1763916
U,43.03728272,-79.01579393
U,40.29336236,-74.72781056
U,45.3111798,-74.6367158
U,45.44759714,-75.65683581
U,42.20873446,-71.42313662
U,45.46462715,-74.3165815
U,43.23892143,-79.9458592
U,40.24367457,-87.64972595
U,45.35137834,-63.26530097
U,39.41526333,-77.31527833
U,41.70284816,-84.67714515
U,38.47108056,-76.8782
U,43.67331811,-79.45842511
U,38.58036167,-77.373475
U,44.75352492,-69.73588433
U,45.05625732,-64.59502615
U,41.49628333,-71.25579167
U,44.49630169,-75.66775258
U,42.48449003,-83.97770374
U,43.28093421,-79.90923108
U,42.431,-76.48335333
U,40.90022114,-73.87398943
U,42.18391674,-72.66542707
U,38.87033991,-77.12671299
U,42.4708227,-84.0010999
U,37.5711341,-79.4916291
U,37.0569695,-76.48590833
U,37.88149695,-79.07654166
U,42.30561916,-73.78719724
U,41.40990448,-72.29393005
U,42.46731999,-83.99469905
U,41.09540229,-72.39188715
U,40.02755488,-85.30581873
U,37.18630333,-76.51349667
U,39.18198833,-75.57638667
U,45.13598883,-81.55867
U,43.2549988,-79.0772616
U,42.46286667,-71.24854167
U,40.07269092,-87.66068186
U,45.445848,-75.6520711
U,44.91027834,-76.79559443
U,40.0531305,-75.25747833
U,44.57607619,-75.86567578
U,40.26118049,-76.86656799
U,37.41098833,-79.82479667
U,44.57758184,-75.75566161
U,40.1375726,-75.0470132
U,45.44796759,-75.64330944
U,41.18658215,-73.44838322
U,45.364235,-75.528934
U,42.46322279,-83.99190091
U,45.44732612,-75.64185297
U,40.23859722,-87.78688889
U,38.87346494,-77.13173106
U,45.0707945,-76.21838333
U,44.68953889,-78.31337778
U,39.89333798,-75.6141237
U,43.58156167,-79.577355
U,42.30467491,-83.72867465
U,45.06855,-75.817747
U,39.42242532,-81.3625768
U,41.03763283,-75.35158119
U,43.30008487,-80.36631559
U,41.98741944,-70.95808056
U,42.48599407,-83.97949781
U,39.45523888,-77.5282457
U,44.72832167,-77.74165333
U,44.43497923,-75.99638641
U,40.05552665,-75.22148665
U,44.47250811,-75.89477605
U,40.39274753,-87.70246853
U,43.31509679,-84.1655758
U,49.22163833,-65.737625
U,40.8589349,-73.92444449
U,42.30444336,-83.72888947
U,44.98399155,-77.36117995
U,44.19403079,-78.05335364
U,45.44809782,-75.6396794
U,42.36454369,-85.70593682
U,37.18736333,-76.527245
U,44.85305915,-77.27220358
U,45.45329627,-75.55365271
U,40.62857806,-75.98191466
U,38.87162786,-77.14070048
U,40.68159342,-74.52281523
U,41.64642942,-86.27239608
U,45.453894,-75.548157
U,45.81501221,-75.14618766
U,38.85030032,-77.0680796
U,40.01920468,-82.99991841
U,44.47957454,-75.86262383
U,42.10334356,-76.93590972
U,41.85831167,-70.66420833
U,42.40136719,-71.20680237
U,42.45690754,-83.98831964
U,42.99409286,-76.1604003
U,38.90046874,-77.08119575
U,45.44788294,-75.65586217
U,44.420592,-75.85358235
U,39.59665,-77.60746667
U,42.45977833,-76.43043667
U,40.38425705,-87.6006612
U,43.20427209,-79.78949756
U,39.34320148,-77.32002853
U,39.72791389,-76.07285833
U,39.87408333,-75.67192833
U,42.48599407,-83.97949781
U,39.76850596,-75.57176675
U,46.32175296,-81.34954166
U,41.0526,-74.19076667
U,46.80626944,-71.30651111
U,40.0061843,-82.99898185
U,41.40779609,-73.28803045
U,43.30354347,-80.36358543
U,44.26373228,-75.9432546
U,39.95989284,-75.44564182
U,40.616325,-81.619225
U,42.90328227,-71.34666828
U,41.7475906,-74.08680964
U,44.289555,-73.96987167
U,42.36214474,-71.03809578
U,38.29393833,-79.2229
U,40.58827896,-74.14037907
U,40.06081932,-75.38189314
U,41.12486667,-73.83045833
U,41.13931121,-81.57472209
U,45.40415266,-75.79562233
U,41.086825,-83.16893
U,42.4596383,-83.99095504
U,37.92885833,-78.59114167
U,39.57841996,-77.4539412
U,38.87160656,-77.1406972
U,45.20917888,-75.2312505
U,45.510735,-75.339341
U,39.98362222,-75.48882222
U,41.77213333,-86.77850333
U,41.41030882,-81.8881123
U,42.48401608,-83.97698724
U,44.41109141,-75.60045085
U,45.4494341,-75.5097739
U,38.841782,-76.51218
U,45.5171336,-75.4060294
U,44.5053942,-75.95910198
U,45.34632456,-89.21342812
U,41.8537,-72.25544667
U,41.06798012,-77.24829575
U,43.5456044,-79.64628887
U,44.48509667,-78.44908
U,42.48599407,-83.97949781
U,42.44557,-71.09083617
U,44.89933593,-77.18489
U,40.17562126,-75.26711941
U,37.5675115,-77.7722961
U,39.00136187,-77.06571984
U,38.95678667,-78.01760833
U,39.35157585,-78.03937353
U,36.01137833,-78.97785167
U,37.51363133,-77.47892522
U,42.22071667,-85.67096503
U,39.1675826,-86.24443531
U,45.22399663,-81.5814799
U,41.68288181,-70.22085214
U,42.5514554,-71.1946003
U,45.44830373,-75.64131971
U,45.73093,-82.1602945
U,38.83671983,-78.0662781
U,44.02175682,-86.38843071
U,40.13236739,-77.11607392
U,44.41510432,-75.75957142
U,41.073999,-76.849294
U,45.50912438,-75.81334557
U,42.43206859,-71.1169383
U,37.04769075,-76.46224741
U,42.63009833,-72.64624333
U,43.31738391,-80.37534035
U,40.37883136,-87.6744966
U,41.79572813,-72.2034359
U,39.021737,-77.59662197
U,38.88843881,-77.2283167
U,44.500095,-73.23790833
U,46.62380591,-68.43996899
U,40.63324414,-74.3795278
U,39.94814376,-75.37205953
U,42.30663798,-71.09629445
U,39.24234946,-77.35491483
U,37.44721008,-79.61827472
U,39.15421534,-77.98701782
U,40.47598297,-74.42067
U,41.28420573,-75.96890133
U,42.32657307,-72.53884278
U,45.36749178,-75.21292806
U,39.57367695,-77.46967946
U,38.96473667,-77.25250333
U,39.42194097,-76.556837
U,44.74492009,-78.73616247
U,39.24696773,-76.74996433
U,38.86634415,-77.08799937
U,44.41508181,-78.76314208
U,38.93858482,-77.26201671
U,43.60607812,-79.83314969
U,44.283419,-69.257414
U,38.9771986,-77.35710658
U,37.56655828,-77.77362968
U,41.27798836,-72.56901806
U,42.16024209,-84.05986117
U,39.19233333,-76.801575
U,46.0553945,-81.34133
U,40.8006417,-74.45256918
U,40.28682811,-75.16786192
U,43.44783961,-79.95313402
U,45.03722382,-75.65194702
U,45.445848,-75.6520711
U,40.58581589,-74.13445608
U,38.87010234,-77.12700587
U,40.51601167,-74.44052833
U,40.27671602,-87.65597879
U,46.66455015,-71.84725583
U,40.11781779,-75.39978707
U,43.67061173,-79.46898434
U,42.31435925,-83.67100523
U,44.81628302,-77.35340537
U,40.92428056,-73.94262778
U,41.70738087,-73.59179681
U,41.824624,-72.239162
U,38.96928787,-76.96595764
U,40.901695,-73.886405
U,37.932707,-78.565786
U,42.1246945,-71.20285833
U,42.59795148,-72.63237625
U,48.43477626,-79.85609371
U,40.28734319,-75.16755212
U,39.31413841,-76.87322089
U,40.5,-74.56
U,40.85860881,-73.92512107
U,44.59174828,-75.86773701
U,42.38115881,-71.08694719
U,42.37927395,-84.08016119
U,39.03600107,-77.11543776
U,45.445986,-75.653709
U,38.724983,-77.333272
U,44.436831,-75.884466
U,38.830421,-77.13205456
U,44.68935891,-63.57388378
U,37.54434784,-77.5654179
U,43.24484446,-79.9142171
U,38.91486667,-77.27755
U,44.58329509,-75.85919397
U,40.58845,-74.14058617
U,42.598225,-72.631991
U,39.98710333,-85.30963
U,38.67206667,-77.80558
U,38.85892167,-77.449325
U,42.45282999,-76.45282745
U,44.28288304,-76.51815235
U,44.48963667,-73.164575
U,42.41932022,-71.55293639
U,39.00279999,-77.06602478
U,40.80120833,-74.457695
U,42.15388883,-85.59512167
U,44.44838333,-68.8854
U,44.98149444,-79.845425
U,44.81467,-73.0722195
U,44.89327475,-81.3583826
U,42.48838843,-83.97789296
U,41.07762667,-81.35344333
U,40.31363333,-74.86636333
U,40.03701354,-75.15515428
U,40.20262527,-74.85147095
U,45.35882718,-75.40608009
U,41.62405002,-87.10180749
U,39.34740833,-75.66948
U,40.67007133,-74.57735592
U,44.41302575,-75.84746529
U,45.44798651,-75.64210037
U,44.62056001,-78.0481442
U,40.11996868,-75.18969801
U,42.32437625,-72.44052331
U,43.02989352,-76.13971304
U,36.06954167,-78.85341667
U,40.5813625,-74.1228257
U,43.03144094,-76.1384937
U,41.1668939,-81.5667704
U,39.60995588,-75.8111656
U,40.59237167,-75.529305
U,42.48508479,-83.9770031
U,37.83869949,-78.65433097
U,41.16712683,-81.56513305
U,40.00853729,-82.66741943
U,42.65585833,-71.34861667
U,38.907339,-77.68567
U,42.45100333,-71.08392217
U,39.87144515,-77.55651665
U,42.48401608,-83.97698724
U,37.9408686,-75.35856899
U,42.65218667,-83.56208
U,42.11396389,-76.78391389
U,42.20854167,-71.423225
U,42.5459281,-70.9939406
U,41.30761695,-72.98034291
U,45.364462,-75.528365
U,44.51402829,-76.03766567
U,42.26136667,-72.62001167
U,38.76130943,-78.84926319
U,43.78759382,-79.50515992
U,44.4616571,-75.96324675
U,43.03073835,-76.13603421
U,44.45412553,-75.91597538
U,41.31375,-81.59282
U,40.97100335,-74.20889273
U,39.1317445,-77.53202
U,41.24682167,-73.79161167
U,40.23762383,-87.66845307
U,45.48569122,-75.61906622
U,39.69638308,-75.74859608
U,40.84071802,-75.81048885
U,38.80580333,-77.71662167
U,38.783025,-76.700746
U,45.44867151,-75.64062661
U,44.41552,-78.76232833
U,45.44814824,-75.64181796
U,42.4814827,-71.3467263
U,41.60765,-82.69983667
U,44.46236547,-75.98997651
U,41.31761667,-81.410645
U,41.60835852,-72.59716113
U,40.06966182,-75.10114213
U,40.28698718,-75.16744986
U,38.87365557,-77.13277639
U,44.23484929,-75.83081844
U,44.95641477,-77.30721062
U,42.06564569,-71.59470035
U,44.445573,-76.139793
U,42.48371308,-83.97726059
U,38.31572025,-79.65143178
U,41.68127381,-71.77277807
U,38.91856667,-77.122575
U,41.0293695,-72.33204667
U,41.66080833,-87.04576667
U,42.45913852,-83.99144344
U,40.99420855,-80.39647978
U,40.94643133,-73.81889669
U,41.72308333,-73.19846333
U,39.66370433,-77.48742851
U,45.65040907,-79.19760503
U,38.723894,-77.3321
U,39.327055,-76.650095
U,38.87183276,-77.14095161
U,41.30824167,-75.21178333
U,39.26068,-77.3919
U,38.42752778,-78.86075556
U,38.92463254,-78.37854212
U,41.40716937,-73.2890786
U,42.61871889,-71.56657175
U,42.74597503,-71.65882408
U,45.20909937,-75.2299118
U,40.25875997,-76.54117702
U,38.12897701,-78.78615275
U,38.74080341,-77.24951277
U,37.5675115,-77.7722961
U,40.70623097,-74.38074825
U,44.77597203,-78.89143825
U,40.53905833,-74.22623333
U,42.35302784,-72.67794013
U,42.4304483,-76.48164167
U,42.83499924,-81.19640486
U,45.56220513,-74.46437804
U,45.559339,-74.466157
U,39.23091223,-78.36792829
U,39.645795,-76.73736667
U,38.89633179,-76.94503784
U,44.48550034,-67.87310791
U,39.19224167,-76.801445
U,40.500515,-80.361688
U,44.49427583,-73.24261469
U,45.20729416,-75.22653422
U,44.4312258,-75.86531095
U,41.51155014,-87.37838325
U,42.46022494,-76.4777084
U,38.93817216,-76.93040962
U,40.60671499,-74.10700768
U,45.7037936,-73.9148174
U,46.77466,-78.7374967
U,38.88346775,-77.15294873
U,44.39547315,-64.53737274
U,40.9987134,-75.27766293
U,39.77517167,-75.549705
U,37.92720833,-78.59655833
U,44.86613833,-81.33193833
U,43.09240833,-80.28385
U,42.38071125,-85.36817238
U,43.03215143,-76.14057172
U,38.52886667,-78.43763
U,45.51080945,-75.33734005
U,37.9408686,-75.35856899
U,40.24051436,-80.22878305
U,44.81444294,-73.07169369
U,45.5495683,-78.6357338
U,38.76753333,-78.23368
U,39.92180597,-76.29694015
U,41.36311333,-71.94881333
U,39.35157442,-78.03937152
U,42.43530007,-71.12442051
U,39.87166667,-86.05111111
U,42.12581389,-71.16155556
U,42.05967217,-73.90483833
U,40.24472427,-87.77825165
U,41.403304,-73.283723
U,39.43304137,-76.76170377
U,41.31764622,-81.43081786
U,47.0443805,-79.38018
U,48.05485462,-66.59344358
U,42.47543219,-70.89929501
U,40.30864808,-87.61949868
U,41.31562833,-73.01133612
U,45.51524628,-75.53477013
U,43.0312591,-76.13489348
U,42.20881505,-71.42328456
U,38.83760247,-77.41460465
U,41.845625,-72.56899167
U,44.51820924,-75.97985487
U,44.51224622,-76.36555432
U,42.30462376,-83.72928446
U,41.22557,-81.55919667
U,41.05949717,-83.764075
U,45.21328875,-75.22055626
U,44.43675242,-75.68006653
U,46.74166114,-71.39552037
U,41.61250687,-83.80358124
U,40.68531753,-73.99822748
U,40.05693436,-75.09459686
U,39.35185623,-77.83320618
U,42.4596383,-83.99095504
U,44.9348911,-77.2582332
U,44.54237031,-75.90676622
U,38.85015561,-77.06825696
U,40.80410407,-74.44959868
U,47.00325,-71.378975
U,40.1418803,-87.7382467
U,42.477105,-73.18758333
U,44.40933381,-75.94695495
U,42.66592894,-80.49448376
U,40.74848056,-86.33307778
U,42.48526333,-70.989175
U,41.350258,-73.306313
U,45.52368052,-84.7162156
U,38.01668988,-78.50700586
U,45.210865,-75.222481
U,39.024623,-77.593511
U,44.22157867,-75.90889408
U,41.56237636,-71.47338542
U,38.93166526,-78.03317121
U,41.1668939,-81.5667704
U,44.26148187,-77.60631756
U,40.954045,-73.81568
U,40.02755488,-85.30581873
U,38.87033581,-77.12694546
U,39.0221138,-77.24894714
U,39.79368025,-77.48692274
U,41.27651667,-78.14018883
U,38.95250625,-77.04636624
U,39.53582154,-77.46854782
U,43.73328128,-79.53273793
U,39.09132354,-77.12138056
U,38.9369,-78.03427497
U,42.64640724,-83.55720624
U,45.095404,-74.616692
U,44.57012525,-75.81550431
U,41.33526182,-73.71427005
U,37.9782613,-78.99675594
U,45.45624,-75.54885
U,43.24284601,-80.24343585
U,40.21747345,-75.76843597
U,43.33375355,-71.44973575
U,44.12473056,-78.03854942
U,41.526554,-81.4115375
U,39.0341489,-77.0834208
U,42.7194595,-76.69463893
U,38.76261139,-77.40917969
U,39.77512833,-75.549675
U,38.88333858,-77.12633729
U,39.32543667,-76.64681167
U,42.44977222,-71.08443889
U,38.87036366,-77.12692141
U,42.382145,-85.58731167
U,41.06301502,-83.76171101
U,41.98768987,-70.95896132
U,40.90091492,-73.8749775
U,42.66145597,-80.47799164
U,45.77652557,-79.56915745
U,40.495938,-74.424318
U,42.46301092,-83.98486561
U,41.13246565,-72.34616127
U,40.97016844,-76.22138198
U,42.99677167,-85.74131667
U,40.09454831,-75.13934388
U,42.43775266,-71.32431231
U,44.55735058,-75.70370557
U,40.47493611,-74.41877222
U,38.85979523,-77.12345204
U,40.20475629,-87.73817567
U,39.41377833,-77.320275
U,39.67708909,-79.8441039
U,44.38561433,-72.77439429
U,42.30854167,-71.307305
U,40.70881209,-75.56981134
U,42.46205246,-83.99397612
U,37.00650833,-76.65965333
U,38.94610904,-78.35280949
U,39.13976624,-84.51616265
U,37.53058291,-77.45127113
U,38.83933039,-77.21367868
U,42.81693219,-84.57928544
U,45.92590493,-77.32741455
U,40.5124166,-75.03785491
U,38.92261599,-76.90697241
U,38.88697833,-76.79715
U,41.43141452,-87.29390741
U,38.64527453,-77.17013379
U,44.62622179,-76.38044831
U,41.696463,-73.611343
U,42.48449003,-83.97770374
U,40.131801,-87.73637585
U,45.44738955,-75.65721401
U,40.14312783,-75.07571383
U,43.56610667,-79.67532167
U,40.06061117,-87.56031667
U,45.4459967,-75.6392821
U,44.62328135,-63.56861115
U,38.91638947,-77.31905365
U,43.49535271,-65.57752959
U,39.03895056,-77.1529317
U,45.5171336,-75.4060294
U,43.26773064,-80.31497706
U,40.23510463,-87.68566047
U,41.86123333,-70.75111333
U,44.4099824,-75.94813306
U,42.08000909,-70.67566403
U,42.30246253,-83.76150273
U,38.33744667,-77.22222833
U,42.4325,-71.32514167
U,40.71846769,-74.83561706
U,46.43945103,-89.08805804
U,38.2475748,-77.43978323
U,43.24596786,-79.89561461
U,40.0711511,-75.22754509
U,45.40815278,-75.92510278
U,38.97664357,-77.24495675
U,39.08769717,-77.12586117
